Species	RefSeq ID	Name
Escherichia coli	GCF_032351055.1	ASM3235105v1
Salmonella enterica	GCF_037861145.1	ASM3786114v1
Staphylococcus aureus	GCF_900324265.1	9_LA_281
Staphylococcus aureus	GCF_003595405.1	ASM359540v1
Escherichia coli	GCF_019969525.1	ASM1996952v1
Escherichia coli	GCF_001021635.2	ASM102163v2
Escherichia coli	GCF_964054695.1	30821_1_335
Salmonella enterica	GCF_025808355.1	ASM2580835v1
Escherichia coli	GCF_000671295.1	ASM67129v1
Escherichia coli	GCF_030039225.1	ASM3003922v1
Enterococcus faecalis	GCF_000007785.1	ASM778v1
Escherichia coli	GCF_904831805.1	L7_E1373_ETEC
Pseudomonas aeruginosa	GCF_022570475.1	ASM2257047v1
Escherichia coli	GCF_033802405.1	ASM3380240v1
Staphylococcus aureus	GCF_003186105.1	ASM318610v1
Escherichia coli	GCF_036500705.1	ASM3650070v1
Escherichia coli	GCF_032296485.1	ASM3229648v1
Salmonella enterica	GCF_009930575.1	ASM993057v1
Escherichia coli	GCF_039909185.1	ASM3990918v1
Salmonella enterica	GCF_022559485.1	ASM2255948v1
Escherichia coli	GCF_005383105.2	ASM538310v2
Escherichia coli	GCF_035581925.1	ASM3558192v1
Escherichia coli	GCF_016889525.1	ASM1688952v1
Limosilactobacillus fermentum	GCF_036784755.1	ASM3678475v1
Escherichia coli	GCF_019969645.1	ASM1996964v1
Escherichia coli	GCF_037269235.1	ASM3726923v1
Salmonella enterica	GCF_039778255.1	ASM3977825v1
Enterococcus faecalis	GCF_020906605.1	ASM2090660v1
Bacillus subtilis	GCF_000706705.1	ASM70670v1
Bacillus subtilis	GCF_033113625.1	ASM3311362v1
Escherichia coli	GCF_033970745.1	ASM3397074v1
Escherichia coli	GCF_007954215.2	ASM795421v2
Listeria monocytogenes	GCF_002213545.1	ASM221354v1
Salmonella enterica	GCF_900166885.1	39674_D01
Escherichia coli	GCF_005890115.1	ASM589011v1
Staphylococcus aureus	GCF_030717625.1	ASM3071762v1
Escherichia coli	GCF_019428785.1	ASM1942878v1
Pseudomonas aeruginosa	GCF_001874465.1	ASM187446v1
Salmonella enterica	GCF_006287295.1	ASM628729v2
Salmonella enterica	GCF_012050385.1	ASM1205038v1
Escherichia coli	GCF_017164795.1	ASM1716479v1
Bacillus subtilis	GCF_000497485.1	ASM49748v1
Staphylococcus aureus	GCF_002000845.1	ASM200084v1
Escherichia coli	GCF_001901005.1	ASM190100v1
Staphylococcus aureus	GCF_036670135.1	ASM3667013v1
Salmonella enterica	GCF_000487615.2	ASM48761v2
Escherichia coli	GCF_001618325.1	ASM161832v1
Salmonella enterica	GCF_015697805.1	ASM1569780v1
Pseudomonas aeruginosa	GCF_024266805.1	ASM2426680v1
Escherichia coli	GCF_000801165.1	ASM80116v1
Salmonella enterica	GCF_021513315.1	ASM2151331v1
Escherichia coli	GCF_003956485.1	ASM395648v1
Listeria monocytogenes	GCF_900231485.1	JF5861_complete_genome
Pseudomonas aeruginosa	GCF_001518975.1	ASM151897v1
Enterococcus faecalis	GCF_040436415.1	ASM4043641v1
Salmonella enterica	GCF_024266485.1	ASM2426648v1
Escherichia coli	GCF_005391285.2	ASM539128v2
Escherichia coli	GCF_040552425.1	ASM4055242v1
Staphylococcus aureus	GCF_038113395.1	BSN160
Escherichia coli	GCF_036884485.1	ASM3688448v1
Escherichia coli	GCF_005037725.1	ASM503772v2
Salmonella enterica	GCF_003595645.1	ASM359564v1
Salmonella enterica	GCF_025311235.1	ASM2531123v1
Escherichia coli	GCF_024734095.1	ASM2473409v1
Escherichia coli	GCF_023373585.1	ASM2337358v1
Pseudomonas aeruginosa	GCF_036233515.1	ASM3623351v1
Staphylococcus aureus	GCF_036490635.1	ASM3649063v1
Escherichia coli	GCF_022654545.1	ASM2265454v1
Escherichia coli	GCF_024396535.1	ASM2439653v1
Escherichia coli	GCF_000258145.1	ASM25814v1
Enterococcus faecalis	GCF_000172575.2	ASM17257v2
Salmonella enterica	GCF_000329365.2	ASM32936v2
Escherichia coli	GCF_016774415.1	ASM1677441v1
Escherichia coli	GCF_030389755.1	ASM3038975v1
Staphylococcus aureus	GCF_033061535.1	ASM3306153v1
Pseudomonas aeruginosa	GCF_030444635.1	ASM3044463v1
Pseudomonas aeruginosa	GCF_026870135.1	ASM2687013v1
Staphylococcus aureus	GCF_029634765.1	ASM2963476v1
Pseudomonas aeruginosa	GCF_037890725.1	ASM3789072v1
Escherichia coli	GCF_023516135.1	ASM2351613v1
Salmonella enterica	GCF_000240905.2	ASM24090v3
Bacillus subtilis	GCF_025502545.1	ASM2550254v1
Staphylococcus aureus	GCF_030717565.1	ASM3071756v1
Escherichia coli	GCF_031661555.1	ASM3166155v1
Salmonella enterica	GCF_030254745.1	ASM3025474v1
Staphylococcus aureus	GCF_019669345.1	ASM1966934v1
Escherichia coli	GCF_029625455.1	ASM2962545v1
Staphylococcus aureus	GCF_034042955.1	ASM3404295v1
Escherichia coli	GCF_008124265.1	ASM812426v1
Escherichia coli	GCF_037280675.1	ASM3728067v1
Staphylococcus aureus	GCF_000828035.1	ASM82803v1
Escherichia coli	GCF_017165155.1	ASM1716515v1
Escherichia coli	GCF_032681125.1	ASM3268112v1
Pseudomonas aeruginosa	GCF_016743115.1	ASM1674311v1
Listeria monocytogenes	GCF_009648675.1	ASM964867v1
Staphylococcus aureus	GCF_034028035.1	ASM3402803v1
Escherichia coli	GCF_022117635.1	ASM2211763v1
Escherichia coli	GCF_040436475.1	ASM4043647v1
Escherichia coli	GCF_000931565.1	ASM93156v1
Enterococcus faecalis	GCF_025958065.1	ASM2595806v1
Escherichia coli	GCF_017638985.1	ASM1763898v1
Salmonella enterica	GCF_001922185.1	ASM192218v1
Pseudomonas aeruginosa	GCF_014854655.1	ASM1485465v1
Pseudomonas aeruginosa	GCF_036233675.1	ASM3623367v1
Salmonella enterica	GCF_021545725.1	ASM2154572v1
Salmonella enterica	GCF_949361545.1	GENOMIC20-002
Escherichia coli	GCF_036870985.1	ASM3687098v1
Listeria monocytogenes	GCF_001644625.1	ASM164462v1
Escherichia coli	GCF_910591805.1	UR2111869Assembly
Escherichia coli	GCF_022493275.1	ASM2249327v1
Salmonella enterica	GCF_001623845.1	ASM162384v1
Escherichia coli	GCF_019971075.1	ASM1997107v1
Staphylococcus aureus	GCF_040365755.1	ASM4036575v1
Escherichia coli	GCF_016903935.1	ASM1690393v1
Staphylococcus aureus	GCF_020177155.3	ASM2017715v3
Escherichia coli	GCF_030037615.1	ASM3003761v1
Bacillus subtilis	GCF_027942395.1	ASM2794239v1
Pseudomonas aeruginosa	GCF_036232845.1	ASM3623284v1
Staphylococcus aureus	GCF_020389265.1	ASM2038926v1
Pseudomonas aeruginosa	GCF_023093975.1	ASM2309397v1
Staphylococcus aureus	GCF_025560825.1	ASM2556082v1
Pseudomonas aeruginosa	GCF_036232745.1	ASM3623274v1
Escherichia coli	GCF_023206695.1	ASM2320669v1
Escherichia coli	GCF_000468515.1	ASM46851v1
Escherichia coli	GCF_030053855.1	ASM3005385v1
Escherichia coli	GCF_016890105.1	ASM1689010v1
Staphylococcus aureus	GCF_020526105.1	ASM2052610v1
Bacillus subtilis	GCF_004101565.1	ASM410156v1
Bacillus subtilis	GCF_004101465.1	ASM410146v1
Escherichia coli	GCF_002078295.1	ASM207829v1
Pseudomonas aeruginosa	GCF_025021745.1	ASM2502174v1
Salmonella enterica	GCF_000625855.1	ASM62585v2
Escherichia coli	GCF_035972895.1	ASM3597289v1
Escherichia coli	GCF_036506655.1	ASM3650665v1
Salmonella enterica	GCF_002741885.1	ASM274188v1
Staphylococcus aureus	GCF_000025145.1	ASM2514v1
Staphylococcus aureus	GCF_038024725.1	WGS_using_MinION_R10.4.1_of_Staphylococcus_aureus_TUM22741
Escherichia coli	GCF_016889865.1	ASM1688986v1
Salmonella enterica	GCF_003184325.1	ASM318432v1
Escherichia coli	GCF_001900675.1	ASM190067v1
Staphylococcus aureus	GCF_030758895.1	ASM3075889v1
Escherichia coli	GCF_003073815.1	ASM307381v1
Pseudomonas aeruginosa	GCF_033225445.1	ASM3322544v1
Escherichia coli	GCF_009867015.2	ASM986701v2
Escherichia coli	GCF_001693315.1	ASM169331v1
Salmonella enterica	GCF_037887095.1	ASM3788709v1
Staphylococcus aureus	GCF_024363325.1	ASM2436332v1
Staphylococcus aureus	GCF_004193895.1	ASM419389v1
Limosilactobacillus fermentum	GCF_029223925.1	ASM2922392v1
Escherichia coli	GCF_009914295.1	ASM991429v1
Escherichia coli	GCF_030012725.1	ASM3001272v1
Escherichia coli	GCF_037280805.1	ASM3728080v1
Salmonella enterica	GCF_004798785.1	ASM479878v1
Listeria monocytogenes	GCF_009866905.1	ASM986690v1
Escherichia coli	GCF_001280405.1	ASM128040v1
Salmonella enterica	GCF_001441245.1	ASM144124v1
Staphylococcus aureus	GCF_020702575.2	ASM2070257v2
Escherichia coli	GCF_002012025.1	ASM201202v1
Escherichia coli	GCF_905330215.2	AI2852v1_cpp
Salmonella enterica	GCF_014854835.1	ASM1485483v1
Escherichia coli	GCF_037094565.1	ASM3709456v1
Salmonella enterica	GCF_027942095.1	ASM2794209v1
Escherichia coli	GCF_002079225.1	ASM207922v1
Pseudomonas aeruginosa	GCF_000829255.1	ASM82925v1
Escherichia coli	GCF_040763135.1	ASM4076313v1
Escherichia coli	GCF_018884485.1	ASM1888448v1
Escherichia coli	GCF_001280325.1	ASM128032v1
Staphylococcus aureus	GCF_021491835.1	ASM2149183v1
Salmonella enterica	GCF_001447115.1	ASM144711v1
Escherichia coli	GCF_022493655.1	ASM2249365v1
Listeria monocytogenes	GCF_001999125.1	ASM199912v1
Staphylococcus aureus	GCF_003194405.1	ASM319440v1
Listeria monocytogenes	GCF_018336655.1	ASM1833665v1
Escherichia coli	GCF_904864615.1	MSB1_7A
Listeria monocytogenes	GCF_028673815.1	ASM2867381v1
Pseudomonas aeruginosa	GCF_038069315.1	ASM3806931v2
Escherichia coli	GCF_021398935.1	ASM2139893v1
Pseudomonas aeruginosa	GCF_035205985.1	ASM3520598v1
Salmonella enterica	GCF_028893275.1	ASM2889327v1
Salmonella enterica	GCF_003717795.1	ASM371779v1
Listeria monocytogenes	GCF_006364035.1	ASM636403v1
Escherichia coli	GCF_001890285.2	ASM189028v2
Pseudomonas aeruginosa	GCF_009497675.1	ASM949767v1
Bacillus subtilis	GCF_019704475.1	ASM1970447v1
Salmonella enterica	GCF_003031875.1	ASM303187v1
Escherichia coli	GCF_900166955.1	E._coli_KV7
Staphylococcus aureus	GCF_003595445.1	ASM359544v1
Staphylococcus aureus	GCF_037199685.2	BSN81_Closure
Escherichia coli	GCF_036500925.1	ASM3650092v1
Escherichia coli	GCF_023658015.1	ASM2365801v1
Salmonella enterica	GCF_022936485.1	ASM2293648v1
Bacillus subtilis	GCF_039619305.1	ASM3961930v1
Escherichia coli	GCF_030708535.1	ASM3070853v1
Enterococcus faecalis	GCF_020882095.1	ASM2088209v1
Escherichia coli	GCF_000273425.1	Esch_coli_MG12655_V1
Escherichia coli	GCF_036505855.1	ASM3650585v1
Salmonella enterica	GCF_000623395.2	ASM62339v2
Listeria monocytogenes	GCF_002105635.1	ASM210563v1
Escherichia coli	GCF_003956425.1	ASM395642v1
Salmonella enterica	GCF_013377315.1	ASM1337731v1
Salmonella enterica	GCF_004919185.1	ASM491918v1
Escherichia coli	GCF_002968935.1	ASM296893v1
Escherichia coli	GCF_008926125.1	ASM892612v1
Bacillus subtilis	GCF_001704095.1	ASM170409v1
Salmonella enterica	GCF_030127065.1	ASM3012706v1
Staphylococcus aureus	GCF_900324065.1	24117-SCV
Escherichia coli	GCF_025908275.1	ASM2590827v1
Salmonella enterica	GCF_004919145.1	ASM491914v1
Escherichia coli	GCF_022494075.1	ASM2249407v1
Salmonella enterica	GCF_023379985.1	ASM2337998v1
Staphylococcus aureus	GCF_020702135.2	ASM2070213v2
Escherichia coli	GCF_000026245.1	ASM2624v1
Salmonella enterica	GCF_023330785.1	ASM2333078v1
Salmonella enterica	GCF_030436425.1	ASM3043642v1
Salmonella enterica	GCF_039778155.1	ASM3977815v1
Staphylococcus aureus	GCF_900474535.1	40853_C01
Staphylococcus aureus	GCF_015475575.1	ASM1547557v1
Escherichia coli	GCF_030013825.1	ASM3001382v1
Pseudomonas aeruginosa	GCF_016743035.1	ASM1674303v1
Staphylococcus aureus	GCF_030015595.1	ASM3001559v1
Salmonella enterica	GCF_002947135.1	ASM294713v1
Salmonella enterica	GCF_037826765.1	ASM3782676v1
Salmonella enterica	GCF_026873325.1	ASM2687332v1
Salmonella enterica	GCF_038381885.1	ASM3838188v1
Escherichia coli	GCF_036493855.1	ASM3649385v1
Staphylococcus aureus	GCF_022691405.1	ASM2269140v1
Enterococcus faecalis	GCF_023375265.1	ASM2337526v1
Pseudomonas aeruginosa	GCF_900070375.1	PAO1OR
Escherichia coli	GCF_022514105.1	ASM2251410v1
Salmonella enterica	GCF_004328765.1	ASM432876v1
Listeria monocytogenes	GCF_029872275.2	ASM2987227v2
Escherichia coli	GCF_030515555.1	ASM3051555v1
Escherichia coli	GCF_030515535.1	ASM3051553v1
Bacillus subtilis	GCF_000782835.1	ASM78283v1
Staphylococcus aureus	GCF_001515765.1	ASM151576v1
Escherichia coli	GCF_017900995.1	ASM1790099v1
Salmonella enterica	GCF_021474265.1	ASM2147426v1
Bacillus subtilis	GCF_040712175.1	JM553
Escherichia coli	GCF_039912305.1	ASM3991230v1
Salmonella enterica	GCF_031039875.1	ASM3103987v1
Listeria monocytogenes	GCF_002213685.1	ASM221368v1
Staphylococcus aureus	GCF_002803885.1	ASM280388v1
Enterococcus faecalis	GCF_028335685.1	ASM2833568v1
Salmonella enterica	GCF_002211845.1	ASM221184v1
Salmonella enterica	GCF_000020885.1	ASM2088v1
Staphylococcus aureus	GCF_003945405.1	ASM394540v1
Escherichia coli	GCF_037039445.1	ASM3703944v1
Pseudomonas aeruginosa	GCF_036835625.1	ASM3683562v1
Salmonella enterica	GCF_005094845.1	ASM509484v1
Escherichia coli	GCF_025677685.1	ASM2567768v1
Staphylococcus aureus	GCF_009176875.1	ASM917687v1
Escherichia coli	GCF_002163695.1	ASM216369v1
Staphylococcus aureus	GCF_001735655.2	ASM173565v2
Pseudomonas aeruginosa	GCF_032231045.1	ASM3223104v1
Salmonella enterica	GCF_900185485.1	BL60006
Bacillus subtilis	GCF_014171535.1	ASM1417153v1
Salmonella enterica	GCF_028993675.1	ASM2899367v1
Escherichia coli	GCF_000184185.1	ASM18418v1
Escherichia coli	GCF_002310615.1	ASM231061v1
Staphylococcus aureus	GCF_023657575.1	ASM2365757v1
Limosilactobacillus fermentum	GCF_029011825.1	ASM2901182v1
Escherichia coli	GCF_003017375.1	ASM301737v1
Escherichia coli	GCF_001900355.1	ASM190035v1
Pseudomonas aeruginosa	GCF_036232165.1	ASM3623216v1
Staphylococcus aureus	GCF_037039295.1	ASM3703929v1
Staphylococcus aureus	GCF_003354705.1	ASM335470v1
Salmonella enterica	GCF_001051625.2	ASM105162v2
Escherichia coli	GCF_019646015.1	ASM1964601v1
Escherichia coli	GCF_024300685.1	ASM2430068v1
Salmonella enterica	GCF_003718015.1	ASM371801v1
Staphylococcus aureus	GCF_030345235.1	ASM3034523v1
Escherichia coli	GCF_900520305.1	ASM90052030v1
Staphylococcus aureus	GCF_020388885.1	ASM2038888v1
Escherichia coli	GCF_015136895.1	ASM1513689v1
Escherichia coli	GCF_028743555.1	ASM2874355v1
Salmonella enterica	GCF_000743055.1	ASM74305v1
Escherichia coli	GCF_030028175.1	ASM3002817v1
Escherichia coli	GCF_022964775.1	ASM2296477v1
Pseudomonas aeruginosa	GCF_040735975.1	CI00795_hybrid_assembly
Bacillus subtilis	GCF_020773035.1	ASM2077303v1
Salmonella enterica	GCF_020714865.1	ASM2071486v1
Escherichia coli	GCF_905071865.1	MSB1_1D
Salmonella enterica	GCF_030931115.1	ASM3093111v1
Escherichia coli	GCF_022439465.1	ASM2243946v1
Salmonella enterica	GCF_900184385.1	STMU2UK
Escherichia coli	GCF_025996615.1	ASM2599661v1
Escherichia coli	GCF_016942655.1	ASM1694265v1
Escherichia coli	GCF_002057245.1	ASM205724v1
Pseudomonas aeruginosa	GCF_000496455.2	ASM49645v2
Escherichia coli	GCF_016903595.1	ASM1690359v1
Listeria monocytogenes	GCF_006364655.1	ASM636465v1
Pseudomonas aeruginosa	GCF_008033765.1	ASM803376v1
Staphylococcus aureus	GCF_003193785.1	ASM319378v1
Salmonella enterica	GCF_039778185.1	ASM3977818v1
Escherichia coli	GCF_902705295.2	Combinated_assembly_ONT-Illumina_-_2022_update
Escherichia coli	GCF_018884585.1	ASM1888458v1
Escherichia coli	GCF_014295255.1	ASM1429525v1
Pseudomonas aeruginosa	GCF_024089395.1	ASM2408939v1
Staphylococcus aureus	GCF_005889995.1	ASM588999v1
Pseudomonas aeruginosa	GCF_019443665.1	ASM1944366v1
Bacillus subtilis	GCF_019704435.1	ASM1970443v1
Escherichia coli	GCF_020526825.2	ASM2052682v2
Escherichia coli	GCF_003402955.1	ASM340295v1
Escherichia coli	GCF_016776385.1	ASM1677638v1
Escherichia coli	GCF_022846235.1	ASM2284623v1
Escherichia coli	GCF_964047955.1	30224_1_291
Listeria monocytogenes	GCF_029891535.2	ASM2989153v2
Listeria monocytogenes	GCF_014843335.1	ASM1484333v1
Escherichia coli	GCF_001651925.2	ASM165192v2
Escherichia coli	GCF_030389275.1	ASM3038927v1
Staphylococcus aureus	GCF_003354605.1	ASM335460v1
Salmonella enterica	GCF_009729955.1	ASM972995v1
Escherichia coli	GCF_016942615.1	ASM1694261v1
Listeria monocytogenes	GCF_016757715.1	ASM1675771v1
Listeria monocytogenes	GCF_001952755.1	ASM195275v1
Salmonella enterica	GCF_006088735.1	ASM608873v1
Staphylococcus aureus	GCF_003073635.1	ASM307363v1
Enterococcus faecalis	GCF_022212845.1	ASM2221284v1
Salmonella enterica	GCF_001454965.1	ASM145496v1
Pseudomonas aeruginosa	GCF_902172305.2	Pseudomonas_aeruginosa_PAKAF
Bacillus subtilis	GCF_009662415.1	ASM966241v1
Escherichia coli	GCF_904865835.1	MSB1_9I
Salmonella enterica	GCF_001931615.1	ASM193161v1
Escherichia coli	GCF_030169195.1	ASM3016919v1
Escherichia coli	GCF_037541525.1	ASM3754152v1
Escherichia coli	GCF_029870635.2	ASM2987063v2
Escherichia coli	GCF_900520395.1	ASM90052039v1
Escherichia coli	GCF_014117345.2	ASM1411734v2
Escherichia coli	GCF_024585505.1	ASM2458550v1
Escherichia coli	GCF_033802565.1	ASM3380256v1
Escherichia coli	GCF_014607555.1	ASM1460755v1
Salmonella enterica	GCF_028892765.1	ASM2889276v1
Escherichia coli	GCF_016811875.1	ASM1681187v1
Salmonella enterica	GCF_024364845.1	ASM2436484v1
Escherichia coli	GCF_002953795.1	ASM295379v1
Escherichia coli	GCF_002953895.1	ASM295389v1
Staphylococcus aureus	GCF_022405815.1	ASM2240581v1
Salmonella enterica	GCF_000020925.1	ASM2092v1
Salmonella enterica	GCF_019670285.1	ASM1967028v1
Staphylococcus aureus	GCF_034020215.1	ASM3402021v1
Salmonella enterica	GCF_028893035.1	ASM2889303v1
Staphylococcus aureus	GCF_018135565.1	ASM1813556v1
Escherichia coli	GCF_002142675.1	ASM214267v1
Escherichia coli	GCF_001901365.1	ASM190136v1
Escherichia coli	GCF_003956165.1	ASM395616v1
Staphylococcus aureus	GCF_022693265.1	ASM2269326v1
Escherichia coli	GCF_027944735.1	ASM2794473v1
Staphylococcus aureus	GCF_024741595.1	ASM2474159v1
Escherichia coli	GCF_030553115.1	ASM3055311v1
Staphylococcus aureus	GCF_900478245.1	35910_A02
Salmonella enterica	GCF_005144945.1	ASM514494v1
Escherichia coli	GCF_030988915.1	ASM3098891v1
Salmonella enterica	GCF_003971525.1	ASM397152v1
Pseudomonas aeruginosa	GCF_016105505.1	ASM1610550v1
Pseudomonas aeruginosa	GCF_033216995.1	ASM3321699v1
Salmonella enterica	GCF_037888895.1	ASM3788889v1
Staphylococcus aureus	GCF_000815165.1	ASM81516v1
Enterococcus faecalis	GCF_023299685.1	ASM2329968v1
Bacillus subtilis	GCF_004101445.1	ASM410144v1
Staphylococcus aureus	GCF_001278745.1	ASM127874v1
Salmonella enterica	GCF_014521465.1	ASM1452146v1
Salmonella enterica	GCF_030122355.1	ASM3012235v1
Pseudomonas aeruginosa	GCF_030034655.1	ASM3003465v1
Escherichia coli	GCF_000010765.1	ASM1076v1
Pseudomonas aeruginosa	GCF_016105665.1	ASM1610566v1
Escherichia coli	GCF_015534995.1	ASM1553499v1
Escherichia coli	GCF_002879975.1	ASM287997v1
Salmonella enterica	GCF_028747885.1	ASM2874788v1
Escherichia coli	GCF_963575575.1	F829
Escherichia coli	GCF_026248845.1	ASM2624884v1
Salmonella enterica	GCF_003067445.2	ASM306744v2
Escherichia coli	GCF_024585025.1	ASM2458502v1
Enterococcus faecalis	GCF_022691465.1	ASM2269146v1
Pseudomonas aeruginosa	GCF_001515915.2	ASM151591v2
Escherichia coli	GCF_008761535.2	ASM876153v3
Pseudomonas aeruginosa	GCF_009911735.1	ASM991173v1
Escherichia coli	GCF_032681165.1	ASM3268116v1
Escherichia coli	GCF_013315675.1	ASM1331567v1
Staphylococcus aureus	GCF_022691425.1	ASM2269142v1
Salmonella enterica	GCF_022559445.1	ASM2255944v1
Salmonella enterica	GCF_000486045.2	ASM48604v2
Escherichia coli	GCF_002863685.1	ASM286368v1
Escherichia coli	GCF_026651185.1	ASM2665118v1
Escherichia coli	GCF_034338325.2	ASM3433832v2
Escherichia coli	GCF_013085185.1	ASM1308518v1
Salmonella enterica	GCF_012051085.1	ASM1205108v1
Escherichia coli	GCF_003336405.1	ASM333640v1
Staphylococcus aureus	GCF_002895385.1	ASM289538v1
Salmonella enterica	GCF_000624055.2	ASM62405v2
Bacillus subtilis	GCF_029637165.1	ASM2963716v1
Escherichia coli	GCF_016904255.1	ASM1690425v1
Listeria monocytogenes	GCF_018604265.1	ASM1860426v1
Escherichia coli	GCF_022488205.1	ASM2248820v1
Staphylococcus aureus	GCF_009912535.1	ASM991253v1
Pseudomonas aeruginosa	GCF_022670795.1	ASM2267079v1
Escherichia coli	GCF_025996315.1	ASM2599631v1
Escherichia coli	GCF_000974535.1	ASM97453v1
Staphylococcus aureus	GCF_011032785.1	ASM1103278v1
Listeria monocytogenes	GCF_000438605.1	ASM43860v1
Enterococcus faecalis	GCF_020882075.1	ASM2088207v1
Enterococcus faecalis	GCF_025958925.1	ASM2595892v1
Staphylococcus aureus	GCF_019551095.1	ASM1955109v1
Enterococcus faecalis	GCF_032680925.1	ASM3268092v1
Staphylococcus aureus	GCF_009739695.1	ASM973969v1
Enterococcus faecalis	GCF_023299225.1	ASM2329922v1
Staphylococcus aureus	GCF_034040575.1	ASM3404057v1
Escherichia coli	GCF_040267585.1	MRSN129130
Salmonella enterica	GCF_030122435.1	ASM3012243v1
Listeria monocytogenes	GCF_018604245.1	ASM1860424v1
Escherichia coli	GCF_023653885.1	ASM2365388v1
Escherichia coli	GCF_015139155.1	ASM1513915v1
Escherichia coli	GCF_022494825.1	ASM2249482v1
Pseudomonas aeruginosa	GCF_037267025.1	ASM3726702v1
Escherichia coli	GCF_012934675.1	ASM1293467v1
Escherichia coli	GCF_004010595.1	ASM401059v1
Escherichia coli	GCF_016944755.1	ASM1694475v1
Limosilactobacillus fermentum	GCF_018866265.1	ASM1886626v1
Staphylococcus aureus	GCF_033802645.2	ASM3380264v2
Salmonella enterica	GCF_001692575.1	ASM169257v1
Pseudomonas aeruginosa	GCF_000496645.1	ASM49664v1
Escherichia coli	GCF_016903835.1	ASM1690383v1
Escherichia coli	GCF_900196535.2	ASM90019653v2
Escherichia coli	GCF_017165395.1	ASM1716539v1
Salmonella enterica	GCF_001705055.1	ASM170505v1
Escherichia coli	GCF_003018375.1	ASM301837v1
Staphylococcus aureus	GCF_003354745.1	ASM335474v1
Staphylococcus aureus	GCF_034043215.1	ASM3404321v1
Escherichia coli	GCF_022759805.1	ASM2275980v1
Staphylococcus aureus	GCF_009912415.1	ASM991241v1
Staphylococcus aureus	GCF_020702615.2	ASM2070261v2
Salmonella enterica	GCF_001690135.1	ASM169013v1
Pseudomonas aeruginosa	GCF_019466095.1	ASM1946609v1
Escherichia coli	GCF_013084945.1	ASM1308494v1
Escherichia coli	GCF_901733115.1	Escherichia_coli_MAD
Escherichia coli	GCF_037744325.1	ASM3774432v1
Enterococcus faecalis	GCF_000391485.2	ASM39148v2
Pseudomonas aeruginosa	GCF_022638055.1	ASM2263805v1
Salmonella enterica	GCF_003030125.1	ASM303012v1
Staphylococcus aureus	GCF_032077755.1	ASM3207775v1
Staphylococcus aureus	GCF_020389505.1	ASM2038950v1
Escherichia coli	GCF_024585925.1	ASM2458592v1
Salmonella enterica	GCF_031039735.1	ASM3103973v1
Staphylococcus aureus	GCF_001019125.2	ASM101912v2
Escherichia coli	GCF_000258025.1	ASM25802v1
Salmonella enterica	GCF_019670345.1	ASM1967034v1
Pseudomonas aeruginosa	GCF_036237035.1	ASM3623703v1
Escherichia coli	GCF_021390295.2	ASM2139029v2
Salmonella enterica	GCF_003986675.1	ASM398667v1
Escherichia coli	GCF_016904435.1	ASM1690443v1
Staphylococcus aureus	GCF_001019435.2	ASM101943v2
Escherichia coli	GCF_018884445.1	ASM1888444v1
Salmonella enterica	GCF_003717675.1	ASM371767v1
Pseudomonas aeruginosa	GCF_025908315.1	ASM2590831v1
Escherichia coli	GCF_014217155.1	ASM1421715v1
Pseudomonas aeruginosa	GCF_001516105.1	ASM151610v1
Escherichia coli	GCF_023658265.1	ASM2365826v1
Salmonella enterica	GCF_024266345.1	ASM2426634v1
Bacillus subtilis	GCF_003665215.1	ASM366521v1
Salmonella enterica	GCF_001620135.2	ASM162013v2
Escherichia coli	GCF_002012165.1	ASM201216v1
Listeria monocytogenes	GCF_001999025.1	ASM199902v1
Escherichia coli	GCF_002741575.1	ASM274157v1
Staphylococcus aureus	GCF_030534215.1	ASM3053421v1
Salmonella enterica	GCF_037822845.1	ASM3782284v1
Bacillus subtilis	GCF_009662455.1	ASM966245v1
Escherichia coli	GCF_004114395.1	ASM411439v1
Escherichia coli	GCF_022576915.1	ASM2257691v1
Pseudomonas aeruginosa	GCF_036233235.1	ASM3623323v1
Listeria monocytogenes	GCF_003900515.1	ASM390051v2
Enterococcus faecalis	GCF_028335705.1	ASM2833570v1
Salmonella enterica	GCF_025399015.1	ASM2539901v1
Escherichia coli	GCF_040543435.1	ASM4054343v1
Escherichia coli	GCF_014169995.1	ASM1416999v1
Salmonella enterica	GCF_003064365.2	ASM306436v2
Salmonella enterica	GCF_015241115.1	ASM1524111v1
Escherichia coli	GCF_003571765.1	ASM357176v1
Escherichia coli	GCF_029542125.1	ASM2954212v1
Staphylococcus aureus	GCF_025559565.1	ASM2555956v1
Escherichia coli	GCF_030707995.1	ASM3070799v1
Escherichia coli	GCF_030345415.1	ASM3034541v1
Salmonella enterica	GCF_008727535.1	ASM872753v1
Bacillus subtilis	GCF_905310985.2	NRS6099B
Escherichia coli	GCF_002843685.1	ASM284368v1
Escherichia coli	GCF_009627495.1	ASM962749v1
Bacillus subtilis	GCF_039880445.1	ASM3988044v1
Escherichia coli	GCF_016776185.1	ASM1677618v1
Pseudomonas aeruginosa	GCF_030444495.1	ASM3044449v1
Bacillus subtilis	GCF_023702515.1	ASM2370251v1
Salmonella enterica	GCF_001833305.2	ASM183330v2
Salmonella enterica	GCF_011465815.1	ASM1146581v1
Salmonella enterica	GCF_016454425.1	ASM1645442v1
Escherichia coli	GCF_010365345.1	ASM1036534v1
Salmonella enterica	GCF_003130605.1	ASM313060v1
